brand,series_l1,series_l2,model,name,url,API,Alarm,Alarm Trigger,Angle Adjustment,Anti-Corrosion Protection,Aperture,Aperture Type,Audio,Audio Bit Rate,Audio Compression,Audio Sampling Rate,Audio Type,Basic Event,Bit Rate Control,Built-In Microphone,Built-In Speaker,Built-in Microphone,Built-in Speaker,Camera Dimension,Camera Material,Camera Weight,Channel Bandwidth,Client,Communication Interface,DNR,DORI,Day & Night,Day/Night Switch,Depth Of Field,Depth of Field,Detection Angle,Detection Range,Dimension,Display Mode,EMC,Electrical Safety Protection,Encryption Mode,Environment,Environment Noise Filtering,Ethernet Interface,Exception Detection,FOV,Face Capture,Face Detection,Firmware Version,Flashing Light,Focal Length,Focal Length & FOV,Focus,Frequency Range,General Function,H.264 Type,H.264+,H.265 Type,H.265+,Hardware Reset,IR Range,IR Wavelength,Image Enhancement,Image Parameters Switch,Image Sensor,Image Settings,Image Stabilization,Iris Type,Language,Lens Mount,Lens Type,Linkage,Linkage Method,Main Stream,Material,Max. Resolution,Min. Illumination,Modulation,Mount Type,Movement Range (Pan),Movement Range (Tilt),Network Storage,On-Board Storage,Operating Condition,Other,P/N,PIR Angle,PIR Range,Package Dimension,Pan Speed,Perimeter Protection,Power,Power Consumption And Current,Power Interface,Power Output,Power Supply,Power-Off Memory,Presets,Privacy Mask,Protection,Protocols,RF,Region Of Interest (ROI),Region of Interest (ROI),Reset,Reset Key,SNR,Safety,Scalable Video Coding (SVC),Security,Shutter Speed,Shutter Time,Simultaneous Live View,Slow Shutter,Smart Event,Smart Supplement Light,Smooth Streaming,Software Reset,Startup And Operating Conditions,Startup and Operating Conditions,Storage Conditions,Sub Stream,Sub-Stream,Supplement Light Range,Supplement Light Type,Target Cropping,Third Stream,Tilt Speed,Transducer Type,Transfer Rate,User/Host,Video Bit Rate,Video Compression,Video Output,Visual Alarm,Wavelength,Web Browser,Web Client Language,Weight,Wi-Fi Protocol,Wide Dynamic Range,Wide Dynamic Range (WDR),Wireless Range,With Package Weight
hikvision,HiLook,Value Camera,IPC-B120HA,IPC-B120HA 2 MP MD 2.0 Fixed Bullet Network Camera,https://www.hikvision.com/en/products/HiLook-IP-Products/Network-Cameras/Value-Camera/ipc-b120ha/,"Open Network Video Interface (Profile S, Profile T), ISAPI, SDK",,,"Pan: 0° to 360°, tilt: 0° to 90°, rotate: 0° to 360°",,F2.0,,,,,,,"Motion detection (support alarm triggering by specified target types (human and vehicle)),video tampering alarm,exception",CBR/VBR,,,,,,,,,"iVMS-4200, HiLookVision",,,"2.8 mm, D: 42 m, O: 16 m, R: 8 m, I: 4 m\n4 mm, D: 57 m, O: 22 m, R: 11 m, I: 5 m",IR cut filter,"Day, Night, Auto, Schedule",,,,,"184.1 mm × 66 mm × 69.1 mm (7.3\ × 2.6\"" × 2.7\"")""",,"FCC SDoC: 47 CFR Part 15, Subpart B\nCE-EMC: EN 55032: 2015, EN 61000-3-2:2019, EN 61000-3-3:2013+A1:2019, EN 50130-4: 2011+A1: 2014\nRCM: AS/NZS CISPR 32: 2015",,,CE-RoHS (2011/65/EU)\nWEEE (2012/19/EU)\nReach (Regulation (EC) No 1907/2006),,1 RJ45 10 M/100 M self-adaptive Ethernet port,,,,,,,,"2.8 mm, horizontal FOV 104°, vertical FOV 58°, diagonal FOV 123°\n4 mm, horizontal FOV 81°, vertical FOV 43°, diagonal FOV 96°",,,"Heartbeat, anti-banding, mirror, password protection, password reset via email",Baseline Profile/Main Profile/High Profile,,Main Profile,,,,850 nm,"BLC, HLC, 3D DNR",,"1/2.9\ Progressive Scan CMOS""","Rotate mode, saturation, brightness, contrast, sharpness, gain, white balance, adjustable by client software or web browser",,Fixed,"English, Ukrainian",M12,"Fixed focal lens, 2.8 and 4 mm optional","Upload to FTP, notify surveillance center, trigger capture, send email",,"50 Hz: 25 fps (1920 × 1080, 1280 × 720)\n60 Hz: 30 fps (1920 × 1080, 1280 × 720)",Metal & Plastic,1920 × 1080,"Color: 0.01 Lux @(F2.0, AGC ON), B/W: 0 Lux with IR",,,,,,,,,,,,"216 mm × 121 mm × 118 mm (8.5\ × 4.8\"" × 4.6\"")""",,,"12 VDC ± 25%, 0.4 A, max. 5 W, Ø5.5. mm coaxial power plug\nPoE: 802.3af, Class 3, 36 V to 57 V, 0.2 A to 0.15 A, max. 6.5 W",,,,,,,4 programmable polygon privacy masks,IP67 (IEC 60529-2013),"TCP/IP, ICMP, DHCP, DNS, HTTP, RTP, RTSP, NTP, IGMP, IPv6, UDP, QoS, FTP, SMTP",,1 fixed region for main stream,,,,≥ 52 dB,CB: IEC 62368-1:2014+A11\nCE-LVD: EN 62368-1:2014/A11:2017,,"Password protection, complicated password, watermark, basic and digest authentication for HTTP, WSSE and digest authentication for Open Network Video Interface, security audit log, host authentication (MAC address)",,"1/3 s to 1/100,000 s",Up to 6 channels,,,Yes,,,-30 °C to 60 °C (-22 °F to 140 °F). Humidity 95% or less (non-condensing),,-30 °C to 60 °C (-22 °F to 140 °F). Humidity 95% or less (non-condensing),,"50 Hz: 25 fps (640 × 480, 640 × 360)\n60 Hz: 30 fps (640 × 480, 640 × 360)",Up to 30 m,IR,,,,,,"Up to 32 users\n3 user levels: administrator, operator, and user",32 Kbps to 8 Mbps,Main stream: H.265+/H.265/H.264+/H.264\nSub-stream: H.265/H.264/MJPEG,,,,"Plug-in required live view: IE 10, IE 11,\nLocal service: Chrome 57.0+, Firefox 52.0+",,,,,Digital WDR,,Approx. 495 g (1.1 lb.)
hikvision,HiLook,Value Camera,IPC-B120HA-LUF-SL,IPC-B120HA-LUF/SL 2 MP Smart Hybrid Light MD 2.0 Fixed Bullet Network Camera,https://www.hikvision.com/en/products/HiLook-IP-Products/Network-Cameras/Value-Camera/ipc-b120ha-luf-sl/,"Open Network Video Interface (Profile S, Profile T, Profile G),ISAPI,SDK",,,"Pan: 0° to 360°,tilt: 0° to 90°,rotate: 0° to 360°",,F1.6,,,64 Kbps (G.711ulaw/G.711alaw)/16 Kbps (G.722.1)/16 Kbps (G.726)/32 to 160 Kbps (MP2L2)/16 to 64 Kbps (AAC-LC),G.711/G.722.1/G.726/MP2L2/PCM/AAC-LC,8 kHz/16 kHz,Mono sound,"Motion detection (support alarm triggering by specified target types (human and vehicle)),video tampering alarm,exception","CBR,VBR","Yes,1 built-in microphone","Max. power consumption: 1.5 W, max. sound pressure level: 10 cm: 95 dB.",,,,,,,"iVMS-4200,HiLookVision",,,"2.8 mm, D: 45 m, O: 18 m, R: 9 m, I: 4 m\n4 mm, D: 56 m, O: 22 m, R: 11 m, I: 5 m",IR cut filter,"Day,Night,Auto,Schedule",,,,,"179 mm × 67.4 mm × 69.1 mm (7.1\ × 2.7\"" × 2.7\"")""",,"CE-EMC: EN 55032:2015+A1:2020, EN 50130-4:2011+A1:2014, EN IEC 61000-3-2:2019+A1:2021, EN 61000-3-3:2013+A1:2019+A2:2021,\nRCM: AS/NZS CISPR 32: 2015,\nIC: ICES-003: Issue 7",,,"CE-RoHS: 2011/65/EU,\nWEEE: 2012/19/EU,\nReach: Regulation (EC) No 1907/2006",Yes,1 RJ45 10 M/100 M self-adaptive Ethernet port,,,,,,Yes,,"2.8 mm, horizontal FOV 103°, vertical FOV 56°, diagonal FOV 121°\n4 mm, horizontal FOV 83°, vertical FOV 44°, diagonal FOV 99°",,,"Heartbeat,anti-banding,mirror,password protection,password reset via email","Baseline Profile,Main Profile,High Profile",,Main Profile,,,,850 nm,"BLC,HLC,3D DNR",,"1/2.9\ Progressive Scan CMOS""","Rotate mode,saturation,brightness,contrast,sharpness,gain,white balance,adjustable by client software or web browser",,Fixed,"English, Ukrainian",M12,"Fixed focal lens, 2.8 and 4 mm optional","Upload to FTP/memory card, notify surveillance center, send email, trigger recording, trigger capture, audible warning, flashing light",,"50 Hz: 25 fps (1920 × 1080, 1280 × 720)\n60 Hz: 30 fps (1920 × 1080, 1280 × 720)",Metal & Plastic,1920 × 1080,"Color: 0.005 Lux @ (F1.6, AGC ON),B/W: 0 Lux with IR",,,,,,"Built-in memory card slot, support microSD/microSDHC/microSDXC card, up to 512 GB",,,,,,"216 mm × 121 mm × 118 mm (8.5\ × 4.8\"" × 4.6\"")""",,,"12 VDC ± 25%, 0.62 A, max. 7.5 W,Ø5.5 mm coaxial power plug,reverse polarity protection,\nPoE: IEEE 802.3af, Class 3, max. 9 W",,,,,,,4 programmable rectangle privacy masks,IP67: IEC 60529-2013,"TCP/IP, ICMP, DHCP, DNS, HTTP, RTP, RTSP, NTP, IGMP, IPv6, UDP, QoS, FTP, SMTP",,1 fixed region for main stream,,,Yes,≥ 52 dB,"CB: IEC 62368-1: 2014+A11,\nCE-LVD: EN 62368-1: 2014/A11: 2017",,"Password protection, complicated password, watermark, basic and digest authentication for HTTP, WSSE and digest authentication for Open Network Video Interface, security audit log, host authentication (MAC address)",,"1/3 s to 1/100,000 s",Up to 6 channels,,,Yes,,,-30 °C to 60 °C (-22 °F to 140 °F). Humidity 95% or less (non-condensing),,-30 °C to 60 °C (-22 °F to 140 °F). Humidity 95% or less (non-condensing),,"50 Hz: 25 fps (640 × 480, 640 × 360)\n60 Hz: 30 fps (640 × 480, 640 × 360)",Up to 30 m,"IR,White Light",,,,,,"Up to 32 users\n3 user levels: administrator, operator, and user",32 Kbps to 8 Mbps,"Main stream: H.265+/H.265/H.264+/H.264,\nSub-stream: H.265/H.264/MJPEG",,,,"Plug-in required live view: IE 10, IE 11,\nLocal service: Chrome 57.0+, Firefox 52.0+, Edge 89+",,,,,Digital WDR,,Approx. 520 g (1.1 lb.)
hikvision,HiLook,Value Camera,IPC-B120HA-LU,IPC-B120HA-LU 2 MP Smart Hybrid Light MD 2.0 Fixed Bullet Network Camera,https://www.hikvision.com/en/products/HiLook-IP-Products/Network-Cameras/Value-Camera/ipc-b120ha-lu/,"Open Network Video Interface (Profile S, Profile T),ISAPI,SDK",,,"Pan: 0° to 360°,tilt: 0° to 90°,rotate: 0° to 360°",,F1.6,,,64 Kbps (G.711 ulaw/G.711 alaw)/16 Kbps (G.722.1)/16 Kbps (G.726)/32 to 160 Kbps (MP2L2)/16 to 64 Kbps (AAC-LC),G.711ulaw/G.711alaw/G.722.1/G.726/MP2L2/PCM/AAC-LC,8 kHz/16 kHz,Mono sound,"Motion detection (support alarm triggering by specified target types (human and vehicle)),video tampering alarm,exception","CBR,VBR",Yes,,,,,,,,"iVMS-4200,HiLookVision",,,"2.8 mm, D: 45 m, O: 18 m, R: 9 m, I: 4 m\n4 mm, D: 56 m, O: 22 m, R: 11 m, I: 5 m",IR cut filter,"Day,Night,Auto,Schedule",,,,,"184.1 mm × 66 mm × 69.1 mm (7.3\ × 2.6\"" × 2.7\"")""",,"FCC: 47 CFR Part 15, Subpart B,\nCE-EMC: EN 55032: 2015, EN 61000-3-2:2019, EN 61000-3-3: 2013+A1:2019, EN 50130-4: 2011 +A1: 2014,\nRCM: AS/NZS CISPR 32: 2015,\nIC: ICES-003: Issue 7",,,"CE-RoHS: 2011/65/EU,\nWEEE: 2012/19/EU,\nReach: Regulation (EC) No 1907/2006",Yes,1 RJ45 10 M/100 M self-adaptive Ethernet port,,,,,,,,"2.8 mm, horizontal FOV 103°, vertical FOV 56°, diagonal FOV 121°\n4 mm, horizontal FOV 83°, vertical FOV 44°, diagonal FOV 99°",,,"Heartbeat,anti-banding,mirror,password protection,password reset via email","Baseline Profile,Main Profile,High Profile",,Main Profile,,,,850 nm,"BLC,HLC,3D DNR",,"1/2.9\ Progressive Scan CMOS""","Rotate mode,saturation,brightness,contrast,sharpness,gain,white balance,adjustable by client software or web browser",,Fixed,"English, Ukrainian",M12,"Fixed focal lens, 2.8 and 4 mm optional","Upload to FTP,send email,notify surveillance center,trigger capture",,"50 Hz: 25 fps (1920 × 1080, 1280 × 720)\n60 Hz: 30 fps (1920 × 1080, 1280 × 720)",Metal & Plastic,1920 × 1080,"Color: 0.005 Lux @ (F1.6, AGC ON),B/W: 0 Lux with IR",,,,,,,,,,,,"216 mm × 121 mm × 118 mm (8.5\ × 4.8\"" × 4.6\"")""",,,"12 VDC ± 25%, 0.4 A, max. 5 W,Ø5.5 mm coaxial power plug,reverse polarity protection,\nPoE: IEEE 802.3af, Class 3, max. 6.5 W",,,,,,,4 programmable polygon privacy masks,IP67: IEC 60529-2013,"TCP/IP, ICMP, DHCP, DNS, HTTP, RTP, RTSP, NTP, IGMP, IPv6, UDP, QoS, FTP, SMTP",,1 fixed region for main stream,,,,≥ 52 dB,"CB: IEC 62368-1: 2014+A11,\nCE-LVD: EN 62368-1: 2014/A11: 2017",,"Password protection, complicated password, watermark, basic and digest authentication for HTTP, WSSE and digest authentication for Open Network Video Interface, security audit log, host authentication (MAC address)",,"1/3 s to 1/100,000 s",Up to 6 channels,,,Yes,,,-30 °C to 60 °C (-22 °F to 140 °F). Humidity 95% or less (non-condensing),,-30 °C to 60 °C (-22 °F to 140 °F). Humidity 95% or less (non-condensing),,"50 Hz: 25 fps (640 × 480, 640 × 360)\n60 Hz: 30 fps (640 × 480, 640 × 360)",Up to 30 m,"IR,White Light",,,,,,"Up to 32 users\n3 user levels: administrator, operator, and user",32 Kbps to 8 Mbps,"Main stream: H.265+/H.265/H.264+/H.264,\nSub-stream: H.265/H.264/MJPEG",,,,"Plug-in required live view: IE 10, IE 11,\nLocal service: Chrome 57.0+, Firefox 52.0+",,,,,Digital WDR,,Approx. 495 g (1.1 lb.)
hikvision,HiLook,Value Camera,IPC-B121H--M-,IPC-B121H(-M) 2 MP Fixed Bullet Network Camera,https://www.hikvision.com/en/products/HiLook-IP-Products/Network-Cameras/Value-Camera/ipc-b121h--m-/,"Open Network Video Interface, ISAPI",,,"Pan: 0° to 360°, tilt: 0° to 180°, rotate: 0° to 360°",,F2.0,,,,,,,"Motion detection, video tampering alarm, exception",,,,,,,,,,"iVMS-4200, Hik-Connect",,,,IR cut filter,"Day, Night, Auto, Schedule",,,,,"186.3 mm × 71.4 mm × 66.7 mm (7.3\ × 2.8\"" × 2.6\"")""",,"FCC SDoC (47 CFR Part 15, Subpart B); CE-EMC (EN 55032: 2015, EN 61000-3-2: 2014, EN 61000-3-3: 2013, EN 50130-4: 2011 +A1: 2014); RCM (AS/NZS CISPR 32: 2015); IC VoC (ICES-003: Issue 6, 2016); KC (KN 32: 2015, KN 35: 2015)",,,CE-RoHS (2011/65/EU); WEEE (2012/19/EU); Reach (Regulation (EC) No 1907/2006),,1 RJ45 10 M/100 M self-adaptive Ethernet port,,,,,,,,"2.8 mm, horizontal FOV 112.1°, vertical FOV 60.0°, diagonal FOV 132.2°\n4 mm, horizontal FOV 90.2°, vertical FOV 48.6°, diagonal FOV 107.6°",Fixed,,"Anti-flicker, heartbeat, mirror, password protection, privacy mask, watermark, IP address filter",Baseline Profile/Main Profile/High Profile,,Main Profile,,,,850 nm,"BLC, 3D DNR",,"1/2.7\ Progressive Scan CMOS""","Saturation, brightness, contrast, sharpness, AGC, white balance adjustable by client software or web browser.",,Fixed,"English, Ukrainian",M12,"Fixed focal lens, 2.8 and 4 mm optional","Upload to FTP, notify surveillance center, send email",,"50 Hz: 25 fps (1920 × 1080, 1280 × 720)\n60 Hz: 30 fps (1920 × 1080, 1280 × 720)",,1920 × 1080,"Color: 0.01 Lux @(F2.0, AGC ON), B/W: 0 Lux with IR",,,,,,,,,,,,"216 mm × 121 mm × 118 mm (8.5\ × 4.8\"" × 4.6\"")""",,,"12 VDC ± 25%, 0.4 A, max. 5 W, Ø5.5 mm coaxial power plug\nPoE: 802.3af, Class 3, 36 V to 57 V, 0.2 A to 0.15 A, max. 6.5 W",,,,,,,,IP67 (IEC 60529-2013),"TCP/IP, ICMP, HTTP, HTTPS, FTP, DHCP, DNS, DDNS, RTP, RTSP, RTCP, NTP, UPnP™, SMTP, IGMP, QoS, IPv6, Bonjour, IPv4, UDP, SSL/TLS",,1 fixed region for main stream,,,,,"UL (UL 60950-1); CB (IEC 60950-1:2005 + Am 1:2009 + Am 2:2013, IEC 62368-1:2014); CE-LVD (EN 60950-1:2005 + Am 1:2009 + Am 2:2013, IEC 62368-1:2014); BIS (IS 13252(Part 1):2010+A1:2013+A2:2015)",,,,"1/3 s to 1/100, 000 s",Up to 6 channels,,,Yes,,,-30 °C to 60 °C (-22 °F to 140 °F). Humidity: 95% or less (non-condensing),,-30 °C to 60 °C (-22 °F to 140 °F). Humidity: 95% or less (non-condensing),,"50 Hz: 25 fps (640 × 480, 640 × 360)\n60 Hz: 30 fps (640 × 480, 640 × 360)",Up to 30 m,IR,,,,,,"Up to 32 users. 3 levels: administrator, operator and user",32 Kbps to 8 Mbps,Main stream: H.265/H.264/H.264+/H.265+\nSub-stream: H.265/H.264/MJPEG,,,,"Plug-in required live view: IE 10+\nPlug-in free live view: Chrome 57.0+, Firefox 52.0+\nLocal service: Chrome 57.0+, Firefox 52.0+",,,,,Digital WDR,,Approx. 490 g (1.1 lb.)
hikvision,HiLook,Value Camera,IPC-B129HAA-LU-F---SL---SRB-,IPC-B129HAA-LU(F)(/SL)(/SRB) NEW 2 MP ColorVu 3.0 Fixed Bullet Network Camera,https://www.hikvision.com/en/products/HiLook-IP-Products/Network-Cameras/Value-Camera/ipc-b129haa-lu-f---sl---srb-/,"ONVIF (Profile S, Profile G),ISAPI,SDK",NA,,"Pan: 0° to 360°,tilt: 0° to 90°,rotate: 0° to 360°",,F1.0,,NA,64 Kbps (G.711)/16 Kbps (G.722.1)/16 Kbps (G.726)/32 to 160 Kbps (MP2L2)/16 to 64 Kbps (AAC-LC)/8 to 160 Kbps(MP3),G.711ulaw/G.711alaw/G.722.1/G.726/MP2L2/PCM/AAC-LC/MP3,8 kHz/16 kHz,Mono sound,"Motion detection (support alarm triggering by specified target types (person and vehicle)), video tampering alarm, exception","CBR,VBR","Yes,1 built-in microphone","-LU: NA\n-LUF/S(L)(RB): Max. power consumption: 1.5 W, max. sound pressure level: 10 cm: 98 dB",,,,,,,"iVMS-4200,HiLookVision",,,"2.8 mm, D: 44 m, O: 17 m, R: 8 m, I: 4 m\n4 mm, D: 53 m, O: 21 m, R: 10 m, I: 5 m",IR cut filter,"Day,Night,Auto,Schedule",2.8 mm: 1.2 m to ∞\n4 mm: 1.3 m to ∞,,,,"-LU: 69.1 mm × 66.9 mm × 172.9 mm (2.7\ × 2.6\\\"" × 6.8\\\"")\n-LUF/S(L)(RB): 69.1 mm × 67.4 mm × 179 mm (2.7 × 2.7\\\"" × 7.1\\\"")\""""",,"CE-EMC: EN 55032:2015+A1:2020, EN 50130-4:2011+A1:2014, EN IEC 61000-3-2:2019+A1:2021, EN 61000-3-3:2013+A1:2019+A2:2021",,,"CE-RoHS: 2011/65/EU,\nWEEE: 2012/19/EU,\nReach: Regulation (EC) No 1907/2006",Yes,1 RJ45 10 M/100 M self-adaptive Ethernet port,,,,,,-LU：NA\n-LUF/SL：White Light\n-LUF/SRB：Red and Blue Light,,"2.8 mm, horizontal FOV 106°, vertical FOV 56°, diagonal FOV 129°\n4 mm, horizontal FOV 88°, vertical FOV 47°, diagonal FOV 103°",,,"Heartbeat,mirror,flash log,password reset via email,password protection,anti-banding","Baseline Profile,Main Profile,High Profile",,Main Profile,,,,850 nm,"BLC,HLC,3D DNR",,"1/2.8\ Progressive Scan CMOS""","Rotate mode,saturation,brightness,contrast,sharpness,gain,white balance,adjustable by client software or web browser",,Fixed,"English, Russian, Ukrainian, Arabic, Spanish, French, Portuguese, Turkish, Polish, German",M12,"Fixed focal lens, 2.8 and 4 mm optional","notify surveillance center,send email,trigger capture, -F: trigger recording",,"50 Hz: 25 fps (1920 × 1080, 1280 × 720)\n60 Hz: 30 fps (1920 × 1080, 1280 × 720)","Front cover: metal, body: plastic, bracket: plastic",1920 × 1080,"Color: 0.0005 Lux @ (F1.0, AGC ON),0 Lux with light",,,,,,"-LU：NA\n-LUF/S(L)(RB)：Built-in memory card slot, support microSD/microSDHC/microSDXC card, up to 512 GB",,,,,,"216 mm × 121 mm × 118 mm (8.5\ × 4.8\"" × 4.7\"")""",,,"-LU: 12 VDC ± 25%, 0.55 A, max. 6.6 W, Ø5.5 mm coaxial power plug, reverse polarity protection, PoE: IEEE 802.3af, Class 3, max. 8 W,\n-LUF/S(L)(RB): 12 VDC ± 25%, 0.72 A, max. 8.9 W, Ø5.5 mm coaxial power plug, reverse polarity protection, PoE: IEEE 802.3af, Class 3, max. 10.5 W",,,,,,,4 programmable rectangular privacy masks,IP67: IEC 60529-2013,"TCP/IP, ICMP, DHCP, DNS, HTTP, RTP, RTSP, RTCP, NTP, IPv4, IPv6, IGMP, UDP, QoS, FTP, SMTP",,1 fixed region for main stream and sub-stream,,,-LU：NA\n-LUF/S(L)(RB)：YES,≥ 52 dB,CB: IEC 62368-1: 2014+A11,H.264 and H.265 encoding,"Password protection, complicated password, watermark, basic and digest authentication for HTTP, WSSE and digest authentication for Open Network Video Interface, security audit log, host authentication (MAC address)",,"1 s to 1/100,000 s",Up to 6 channels,,,Yes,,,-30 °C to 60 °C (-22 °F to 140 °F). Humidity 95% or less (non-condensing),,-30 °C to 60 °C (-22 °F to 140 °F). Humidity 95% or less (non-condensing),,"50 Hz: 25 fps (640 × 480, 640 × 360)\n60 Hz: 30 fps (640 × 480, 640 × 360)",Up to 30 m,"IR,White Light",,,,,,"Up to 32 users\n3 user levels: administrator, operator, and user",32 Kbps to 8 Mbps,"Main stream: H.265+/H.265/H.264+/H.264, Sub-stream: H.265/H.264/MJPEG",,,,"Plug-in required live view: Chrome 80+, Firefox 80+, Edge 89+, Safari 13+",,,,,120 dB,,-LU: Approx. 445 g (0.98 lb.)\n-LUF/SL: Approx. 480 g (1.06 lb.)\n-LUF/SRB: Approx. 480 g (1.06 lb.)
hikvision,HiLook,Value Camera,IPC-B129HA-LU,IPC-B129HA-LU 2 MP ColorVu with Smart Hybrid Light Fixed Bullet Network Camera,https://www.hikvision.com/en/products/HiLook-IP-Products/Network-Cameras/Value-Camera/ipc-b129ha-lu/,"Open Network Video Interface (Profile S, Profile T),ISAPI,SDK",,,"Pan: 0° to 355°,tilt: 0° to 90°,rotate: 0° to 355°",,F1.0,,,64 Kbps (G.711)/16 Kbps (G.722.1)/16 Kbps (G.726)/32 to 160 Kbps (MP2L2)/16 to 64 Kbps (AAC-LC),G.711/G.722.1/G.726/MP2L2/PCM/AAC-LC,8 kHz/16 kHz,Mono sound,"Motion detection (support alarm triggering by specified target types (human and vehicle)),video tampering alarm,exception","CBR,VBR","Yes,1 built-in microphone",,,,,,,,"iVMS-4200,HiLookVision",,,"2.8 mm, D: 44 m, O: 17 m, R: 8 m, I: 4 m\n4 mm, D: 53 m, O: 21 m, R: 10 m, I: 5 m",IR cut filter,"Day,Night,Auto,Schedule",,,,,"69.8 mm × 67.9 mm × 172.9 mm (2.7\ × 2.7\"" × 6.8\"")""",,"CE-EMC: EN 55032:2015+A1:2020, EN 50130-4:2011+A1:2014, EN IEC 61000-3-2:2019+A1:2021, EN 61000-3-3:2013+A1:2019+A2:2021,\nRCM: AS/NZS CISPR 32: 2015,\nIC: ICES-003: Issue 7",,,"CE-RoHS: 2011/65/EU,\nWEEE: 2012/19/EU,\nReach: Regulation (EC) No 1907/2006",Yes,1 RJ45 10 M/100 M self-adaptive Ethernet port,,,,,,,,"2.8 mm, horizontal FOV 96°, vertical FOV 52°, diagonal FOV 114°\n4 mm, horizontal FOV 80°, vertical FOV 43°, diagonal FOV 93°",,,"Heartbeat,anti-banding,mirror,password protection,password reset via email","Baseline Profile,Main Profile,High Profile",,Main Profile,,,,850 nm,"BLC,HLC,3D DNR",,"1/2.8\ Progressive Scan CMOS""","Rotate mode,saturation,brightness,contrast,sharpness,gain,white balance,adjustable by client software or web browser",,Fixed,"English, Ukrainian",M12,"Fixed focal lens, 2.8 and 4 mm optional","Upload to FTP,notify surveillance center,send email,trigger capture",,"50 Hz: 25 fps (1920 × 1080, 1280 × 720)\n60 Hz: 30 fps (1920 × 1080, 1280 × 720)","Front cover: metal, body: plastic, bracket: plastic",1920 × 1080,"Color: 0.001 Lux @ (F1.0, AGC ON),0 Lux with light",,,,,,,,,,,,"150 mm × 150 mm × 141 mm (5.91\ × 5.91\"" × 5.55\"")""",,,"12 VDC ± 25%, 0.45 A, max. 5.4 W,Ø5.5 mm coaxial power plug,reverse polarity protection,\nPoE: IEEE 802.3af, Class 3, max. 6.5 W",,,,,,,4 programmable polygon privacy masks,IP67: IEC 60529-2013,"IPv4，IPv6，TCP/IP, ICMP, DHCP, DNS, HTTP, RTP, RTSP, RTCP, NTP, IGMP, UDP, QoS, FTP, SMTP, UPnP",,1 fixed region for main stream,,,,≥ 52 dB,"CB: IEC 62368-1: 2014+A11,\nCE-LVD: EN 62368-1: 2014/A11: 2017",,"Password protection, complicated password, watermark, basic and digest authentication for HTTP, WSSE and digest authentication for Open Network Video Interface, security audit log, host authentication (MAC address)",,"1/3 s to 1/100,000 s",Up to 6 channels,,,Yes,,,-30 °C to 60 °C (-22 °F to 140 °F). Humidity 95% or less (non-condensing),,-30 °C to 60 °C (-22 °F to 140 °F). Humidity 95% or less (non-condensing),,"50 Hz: 25 fps (1280 × 720, 640 × 480, 640 × 360)\n60 Hz: 24 fps (1280 × 720, 640 × 480, 640 × 360)",Up to 30 m,"IR,White Light",,,,,,"Up to 32 users\n3 user levels: administrator, operator, and user",32 Kbps to 8 Mbps,"Main stream: H.265+/H.265/H.264+/H.264,\nSub-stream: H.265/H.264/MJPEG",,,,"Plug-in required live view: IE 10, IE 11,\nLocal service: Chrome 57.0+, Firefox 52.0+, Edge 89+",,,,,Digital WDR,,Approx. 710 g (1.6 lb.)
