brand,series_l1,series_l2,model,name,url,2.1 mm,2.8 mm,3.6 mm,6 mm,8 mm,AFSA,AI Coding,AI SSA,AcuPick,Alarm Event,Alarm Input,Alarm Output,Angle Adjustment,Anti-corrosion Level,Audio Compression,Audio Input,Audio Output,BLC,Bit Rate Control,Browser,Built-in MIC,Built-in Mic,Built-in Speaker,Built-in speaker,Carrier Network System,Casing,Casing Material,Certification,Certifications,Channel 1 (PT Lens),Channel 2 (Fixed Lens),Close Focus Distance,Cyber Security,DORI Distance,Day/Night,Defog,Dual Power Backup,EPTZ,Electronic Shutter Speed,Face Detection (Full Image),Face Detection(Full Image),Field of View,Focal Length,Frequency,Gain Control,Gross Weight,HLC,IVS (Perimeter Protection),Idle Motion,Illumination Distance,Illuminator Number,Illuminator On/Off Control,Image Rotation,Image Sensor,Image Stabilization,Interoperability,Iris Control,LDC,Lens,Lens Mount,Lens Type,Light Warning,Management Software,Manual Control Speed,Max. Aperture,Max. Resolution,Min. Illumination,Mirror,Mobile Client,Motion Detection,Net Weight,Network Port,Network Protocol,Noise Reduction,Operating Humidity,Operating Temperature,PIR Sensor Distance,Packaging Dimensions,Pan/Tilt Range,Pan/Tilt/Rotation Range,Power Consumption,Power Supply,Power-off Memory,Preset,Preset Speed,Privacy Masking,Product Dimensions,Protection,Quick Pick,RAM,ROM,RS-485,Region of Interest (RoI),Resolution,S/N Ratio,SDK and API,SMD,Scanning System,Scene Self-adaptation (SSA),Security,Smart Codec,Smart Dual Light,Smart Illumination,Smart Search,Sound Warning,Storage,Storage Humidity,Storage Temperature,Stream Capability,Streaming Capability,T,Tour,User/Host,Video Bit Rate,Video Compression,Video Frame Rate,W,WDR,White Balance
dahua,WizSense 2,IR,IPC-HDBW2241E-S,2MP IR Fixed-focal Dome WizSense Network Camera IPC-HDBW2241E-S Compare Favourite,https://www.dahuasecurity.com/products/network-products/network-cameras/wizsense-2-series/ir/ipc-hdbw2241e-s,,43.9 m (144.03 ft),58.9 m (193.24 ft),,,,,,,No SD card; SD card full; SD card error; network disconnection; IP conflict; illegal access; motion detection; video tampering; tripwire; intrusion; audio detection; voltage detection; SMD; security exception,,,,,G.711a; G.711Mu; G.726; PCM,,,Yes,CBR/VBR,IE; Chrome; Firefox,Yes,,,,,,Metal,,"CE-LVD: EN62368-1; CE-EMC: Electromagnetic Compatibility Directive 2014/30/EU; FCC: 47 CFR FCC Part 15, Subpart B; UL/CUL: UL62368-1 & CAN/CSA C22.2 No. 62368-1-14",,,2.8 mm: 0.7 m (2.30 ft) 3.6 mm: 1.3 m (4.27 ft),,Lens,Auto(ICR)/Color/B/W,,,,"Auto/Manual 1/3 s–1/100,000 s",,,2.8 mm: H: 106°; V: 56°; D: 127° 3.6 mm: H: 88°; V: 44°; D: 105°,2.8 mm; 3.6 mm,,Manual;Auto,0.49 kg (1.08 lb),Yes,"Intrusion, tripwire (the two functions support the classification and accurate detection of vehicle and human)",,up to 30 m (98.43 ft) (IR LED),3 (IR LED),Auto;Manual,0°/90°/180°/270° (Support 90°/270° with 1080p resolution and lower),"1/2.8\ CMOS""",,ONVIF (Profile S/Profile G/Profile T); CGI,Fixed,,,M12,Fixed-focal,,DSS; DMSS,,F1.6,1920 (H) × 1080 (V),"0.002 lux@F1.6 (Color, 30 IRE) 0.0002 lux@F1.6 (B/W, 30 IRE) 0 lux (Illuminator on)",Yes,iOS; Android,"OFF/ON (4 areas, rectangular)",0.34 kg (0.75 lb),RJ-45 (10/100 Base-T),IPv4; IPv6; HTTP; TCP; UDP; ARP; RTP; RTSP; RTCP; RTMP; SMTP; FTP; SFTP; DHCP; DNS; DDNS; NTP; Multicast; ICMP; IGMP; P2P,3D NR,≤95%,–40 °C to +60 °C (–40 °F to +140 °F),,,,Pan: 0°–355° Tilt: 0°–65° Rotation: 0°–355°,Basic: 1.9 W (12 VDC); 2.5 W (PoE) Max. (ICR + H.265 + WDR + max. Illumination + intelligence on): 4.7 W (12 VDC); 5.6 W (PoE),12 VDC/PoE,,,,4 areas,"81.0 mm × Φ109.9 mm (3.19\ × Φ4.33\"")""",IP67; IK10,,128 MB,128 MB,,Yes (4 areas),1080p (1920 × 1080); 1.3M (1280 × 960); 720p (1280 × 720); D1 (704 × 576/704 × 480); VGA (640 × 480); CIF (352 × 288/352 × 240),>56 dB,Yes,,Progressive,,Digest; WSSE; Account lockout; Security logs; IP/MAC filtering; Generation and importing of X.509 certification; �yslog; HTTPS; 802.1x; Trusted boot;Trusted execution; Trusted upgrade,Smart H.265+; Smart H.264+,,Yes,"Work together with Smart NVR to perform refine intelligent search, event extraction and merging to event videos",,FTP; SFTP; Micro SD card (support max. 256 GB),,,2 streams,,,,6 (Total bandwidth: 36 M),H.264: 32 kbps–6144 kbps H.265: 12 kbps–6144 kbps,H.265; H.264; H.264H; H.264B; MJPEG (Only supported by the sub stream),"Main stream: 1920 × 1080@(1–25/30 fps) Sub stream: 704 × 576@(1–25 fps)/704 × 480@(1–30 fps) *The values above are the max. frame rates of each stream; for multiple streams, the values will be subjected to the total encoding capacity.",,120 dB,Auto; natural; street lamp; outdoor; manual; regional custom
dahua,WizSense 2,IR,IPC-HDBW2241R-ZS,2MP IR Vari-focal Dome WizSense Network Camera IPC-HDBW2241R-ZS Compare Favourite,https://www.dahuasecurity.com/products/network-products/network-cameras/wizsense-2-series/ir/ipc-hdbw2241r-zs,,,,,,,,,,No SD card; SD card full; SD card error; network disconnection; IP conflict; illegal access; motion detection; video tampering; tripwire; intrusion; audio detection; voltage detection; defocus detection; external alarm (Only - ZAS supports); SMD; security exception,1 channel in: 5mA 3V–5V DC (Only - ZAS supports),1 channel out: 300mA 12V DC (Only - ZAS supports),,,G.711a;G.711Mu; G.726; PCM,1 channel (RCA port) (Only - ZAS supports),1 channel (RCA port) (Only - ZAS supports),Yes,CBR/VBR,IE Chrome Firefox,Yes,,,,,,Metal,,"CE-LVD: EN62368-1; CE-EMC: Electromagnetic Compatibility Directive 2014/30/EU; FCC: 47 CFR FCC Part 15, Subpart B; UL/CUL: UL62368-1 & CAN/CSA C22.2 No. 62368-1-14",,,0.8 m (2.62 ft),,Lens,Auto(ICR)/Color/B/W,,,,"Auto/Manual 1/3 s–1/100,000 s",,,H: 108°–30°; V: 56°–17°; D: 131°–35°,2.7 mm–13.5 mm,,Manual; Auto,-ZS: 0.66 kg (1.46 lb) -ZAS: 0.68 kg(1.50 lb),Yes,"Intrusion, tripwire (the two functions support the classification and accurate detection of vehicle and human)",,40 m (131.23 ft) (IR LED),2 (IR LED),Auto; Manual,0°/90°/180°/270° (Support 90°/270° with 1080p resolution and lower),"1/2.8\ CMOS""",,ONVIF (Profile S/Profile G/Profile T); CGI,Fixed,,,φ14,Motorized vari-focal,,Smart PSS; DSS; DMSS,,F1.5,1920 (H) × 1080 (V),"0.002 lux@F1.5 (Color, 30 IRE) 0.0002 lux@F1.5 (B/W, 30 IRE) 0 lux (Illuminator on)",Yes,iOS; Android,"OFF/ON (4 areas, rectangular)",-ZS: 0.49 kg (1.08 lb) -ZAS: 0.52 kg (1.15 lb),RJ-45 (10/100 Base-T),IPv4; IPv6; HTTP; TCP; UDP; ARP; RTP; RTSP; RTCP; RTMP; SMTP; FTP; SFTP; DHCP; DNS; DDNS; NTP; Multicast; ICMP; IGMP; P2P,3D NR,≤95%,–30 °C to +60 °C (–22 °F to +140 °F),,,,Pan: 0°–355° Tilt: 0°–75° Rotation: 0°–355°,-ZS: Basic: 1.8 W (12 VDC); 2.6 W (PoE) Max. (H.265+intelligence on +WDR +IR on): 6.2 W (12 VDC); 7.1 W (PoE) -ZAS: Basic: 1.8 W (12 VDC); 2.6 W (PoE) Max. (H.265+intelligence on +WDR +IR on): 6.3 W (12 VDC); 7.2 W (PoE),12 VDC/PoE (802.3af),,,,4 areas,"93.4 mm × Φ122 mm (3.68\× Φ4.80\"")""",IP67; IK10,,128 MB,128 MB,,Yes (4 areas),1080p (1920 × 1080); 1.3M (1280 × 960); 720p (1280 × 720); D1 (704 × 576/704 × 480); VGA (640 × 480); CIF (352 × 288/352 × 240),>56 dB,Yes,,Progressive,,Digest; WSSE; Account lockout; Security logs; IP/MAC filtering; Generation and importing of X.509 certification; syslog; HTTPS; 802.1x; Trusted boot; Trusted execution; Trusted upgrade,Smart H.265+ Smart H.264+,,Yes,"Work together with Smart NVR to perform refine intelligent search, event extraction and merging to event videos",,FTP; SFTP; Micro SD card (support max. 256 GB),,–40 °C to +60 °C (–40°F to +140°F),2 streams,,144.8 m (475.07 ft),,6 (Total bandwidth: 36 M),H.264: 32 kbps–6144 kbps H.265: 12 kbps–6144 kbps,H.265; H.264; H.264H; H.264B; MJPEG (Only supported by the sub stream),"Main stream: 1920 × 1080@(1–25/30 fps) Sub stream: 704 × 576@(1–25 fps)/704 × 480@(1–30 fps) *The values above are the max. frame rates of each stream; for multiple streams, the values will be subjected to the total encoding capacity.",44.1 m (144.69 ft),120 dB,Auto; natural; street lamp; outdoor; manual; regional custom
dahua,WizSense 2,IR,IPC-HDBW2241R-ZAS,2MP IR Vari-focal Dome WizSense Network Camera IPC-HDBW2241R-ZAS Compare Favourite,https://www.dahuasecurity.com/products/network-products/network-cameras/wizsense-2-series/ir/ipc-hdbw2241r-zas,,,,,,,,,,No SD card; SD card full; SD card error; network disconnection; IP conflict; illegal access; motion detection; video tampering; tripwire; intrusion; audio detection; voltage detection; defocus detection; external alarm (Only - ZAS supports); SMD; security exception,1 channel in: 5mA 3V–5V DC (Only - ZAS supports),1 channel out: 300mA 12V DC (Only - ZAS supports),,,G.711a;G.711Mu; G.726; PCM,1 channel (RCA port) (Only - ZAS supports),1 channel (RCA port) (Only - ZAS supports),Yes,CBR/VBR,IE Chrome Firefox,Yes,,,,,,Metal,,"CE-LVD: EN62368-1; CE-EMC: Electromagnetic Compatibility Directive 2014/30/EU; FCC: 47 CFR FCC Part 15, Subpart B; UL/CUL: UL62368-1 & CAN/CSA C22.2 No. 62368-1-14",,,0.8 m (2.62 ft),,Lens,Auto(ICR)/Color/B/W,,,,"Auto/Manual 1/3 s–1/100,000 s",,,H: 108°–30°; V: 56°–17°; D: 131°–35°,2.7 mm–13.5 mm,,Manual; Auto,-ZS: 0.66 kg (1.46 lb) -ZAS: 0.68 kg(1.50 lb),Yes,"Intrusion, tripwire (the two functions support the classification and accurate detection of vehicle and human)",,40 m (131.23 ft) (IR LED),2 (IR LED),Auto; Manual,0°/90°/180°/270° (Support 90°/270° with 1080p resolution and lower),"1/2.8\ CMOS""",,ONVIF (Profile S/Profile G/Profile T); CGI,Fixed,,,φ14,Motorized vari-focal,,Smart PSS; DSS; DMSS,,F1.5,1920 (H) × 1080 (V),"0.002 lux@F1.5 (Color, 30 IRE) 0.0002 lux@F1.5 (B/W, 30 IRE) 0 lux (Illuminator on)",Yes,iOS; Android,"OFF/ON (4 areas, rectangular)",-ZS: 0.49 kg (1.08 lb) -ZAS: 0.52 kg (1.15 lb),RJ-45 (10/100 Base-T),IPv4; IPv6; HTTP; TCP; UDP; ARP; RTP; RTSP; RTCP; RTMP; SMTP; FTP; SFTP; DHCP; DNS; DDNS; NTP; Multicast; ICMP; IGMP; P2P,3D NR,≤95%,–30 °C to +60 °C (–22 °F to +140 °F),,,,Pan: 0°–355° Tilt: 0°–75° Rotation: 0°–355°,-ZS: Basic: 1.8 W (12 VDC); 2.6 W (PoE) Max. (H.265+intelligence on +WDR +IR on): 6.2 W (12 VDC); 7.1 W (PoE) -ZAS: Basic: 1.8 W (12 VDC); 2.6 W (PoE) Max. (H.265+intelligence on +WDR +IR on): 6.3 W (12 VDC); 7.2 W (PoE),12 VDC/PoE (802.3af),,,,4 areas,"93.4 mm × Φ122 mm (3.68\× Φ4.80\"")""",IP67; IK10,,128 MB,128 MB,,Yes (4 areas),1080p (1920 × 1080); 1.3M (1280 × 960); 720p (1280 × 720); D1 (704 × 576/704 × 480); VGA (640 × 480); CIF (352 × 288/352 × 240),>56 dB,Yes,,Progressive,,Digest; WSSE; Account lockout; Security logs; IP/MAC filtering; Generation and importing of X.509 certification; syslog; HTTPS; 802.1x;Trusted boot;Trusted execution; Trusted upgrade,Smart H.265+ Smart H.264+,,Yes,"Work together with Smart NVR to perform refine intelligent search, event extraction and merging to event videos",,FTP; SFTP; Micro SD card (support max. 256 GB),,–40 °C to +60 °C (–40°F to +140°F),2 streams,,144.8 m (475.07 ft),,6 (Total bandwidth: 36 M),H.264: 32 kbps–6144 kbps H.265: 12 kbps–6144 kbps,H.265; H.264; H.264H; H.264B; MJPEG (Only supported by the sub stream),"Main stream: 1920 × 1080@(1–25/30 fps) Sub stream: 704 × 576@(1–25 fps)/704 × 480@(1–30 fps) *The values above are the max. frame rates of each stream; for multiple streams, the values will be subjected to the total encoding capacity.",44.1 m (144.69 ft),120 dB,Auto; natural; street lamp; outdoor; manual; regional custom
dahua,WizSense 2,IR,IPC-HDBW2441R-ZS,4MP IR Vari-focal Dome WizSense Network Camera IPC-HDBW2441R-ZS Compare Favourite,https://www.dahuasecurity.com/products/network-products/network-cameras/wizsense-2-series/ir/ipc-hdbw2441r-zs,,,,,,,,,,No SD card; SD card full; SD card error; network disconnection; IP conflict; illegal access; motion detection; video tampering; tripwire; intrusion; audio detection; voltage detection; defocus detection; external alarm (Only - ZAS supports); SMD; security exception,1 channel in: 5mA 3V–5V DC (Only - ZAS supports),1 channel out: 300mA 12V DC (Only - ZAS supports),,,G.711a; G.711Mu; G.726; PCM,1 channel (RCA port) (Only - ZAS supports),1 channel (RCA port) (Only - ZAS supports),Yes,CBR/VBR,IE Chrome Firefox,Yes,,,,,,Metal,,"CE-LVD: EN62368-1; CE-EMC: Electromagnetic Compatibility Directive 2014/30/EU; FCC: 47 CFR FCC Part 15, Subpart B; UL/CUL: UL62368-1 & CAN/CSA C22.2 No. 62368-1-14",,,0.8 m (2.62 ft),,Lens,Auto(ICR)/Color/B/W,,,,"Auto/Manual 1/3 s–1/100,000 s",,,H: 104°–29°; V: 54°–16°; D: 125°–34°,2.7 mm–13.5 mm,,Manual;Auto,-ZS: 0.66 kg(1.46 lb) -ZAS: 0.68 kg(1.50 lb),Yes,"Intrusion, tripwire (the two functions support the classification and accurate detection of vehicle and human)",,40 m (131.23 ft) (IR LED),2 (IR LED),Auto; Manual,0°/90°/180°/270° (Support 90°/270° with 2688 × 1520 resolution and lower),"1/2.9\ CMOS""",,ONVIF (Profile S/Profile G/Profile T); CGI,Fixed,,,φ14,Motorized vari-focal,,Smart PSS; DSS; DMSS,,F1.5,2688 (H) × 1520 (V),"0.006 lux@F1.5 (Color, 30 IRE) 0.0006 lux@F1.5 (B/W, 30 IRE) 0 lux (Illuminator on)",Yes,iOS; Android,"OFF/ON (4 areas, rectangular)",-ZS: 0.49 kg(1.08 lb) -ZAS: 0.52 kg(1.15 lb),RJ-45 (10/100 Base-T),IPv4; IPv6; HTTP; TCP; UDP; ARP; RTP; RTSP; RTCP; RTMP; SMTP; FTP; SFTP; DHCP; DNS; DDNS; NTP; Multicast; ICMP; IGMP;P2P,3D NR,≤95%,–30 °C to +60 °C (–22 °F to +140 °F),,,,Pan: 0°–355° Tilt: 0°–75° Rotation: 0°–355°,-ZS: Basic: 2.3 W (12 VDC); 3.2 W (PoE) Max. (H.265+intelligence on +WDR +IR on): 6.4 W (12 VDC); 7.6 W (PoE) -ZAS: Basic: 2.3 W (12 VDC); 3.2 W (PoE) Max. (H.265+intelligence on +WDR +IR on): 6.5 W (12 VDC); 7.7 W (PoE),12 VDC/PoE (802.3af),,,,4 areas,"93.4 mm × Φ122 mm (3.68\ × Φ4.80\"")""",IP67; IK10,,128 MB,128 MB,,Yes (4 areas),2688 × 1520 (2688 × 1520); 2560 × 1440 (2560 × 1440); 2304 × 1296 (2304 × 1296); 1080p (1920 × 1080); 1.3M (1280 × 960); 720p (1280 × 720); D1 (704 × 576/704 × 480); VGA (640 × 480); CIF (352 × 288/352 × 240),>56 dB,Yes,,Progressive,,Digest; WSSE; Account lockout; Security logs; IP/MAC filtering; Generation and importing of X.509 certification; syslog; HTTPS; 802.1x; Trusted boot; Trusted execution; Trusted upgrade,Smart H.265+ Smart H.264+,,Yes,"Work together with Smart NVR to perform refine intelligent search, event extraction and merging to event videos",,FTP; SFTP; Micro SD card (support max. 256 GB),,–40 °C to +60 °C (–40°F to +140°F),2 streams,,210.0 m (688.97 ft),,6 (Total bandwidth: 36 M),H.264: 32 kbps–6144 kbps H.265: 12 kbps–6144 kbps,H.265; H.264; H.264H; H.264B; MJPEG (Only supported by the sub stream),"Main stream: 2688 × 1520@(1–20 fps )/2560 × 1440@(1-25/30 fps) Sub stream: 704 × 576@(1–25 fps)/704 × 480@(1–30 fps) *The values above are the max. frame rates of each stream; for multiple streams, the values will be subjected to the total encoding capacity.",64.0 m (209.97 ft),120 dB,Auto; natural; street lamp; outdoor; manual; regional custom
dahua,WizSense 2,IR,IPC-HDBW2441R-ZAS,4MP IR Vari-focal Dome WizSense Network Camera IPC-HDBW2441R-ZAS Compare Favourite,https://www.dahuasecurity.com/products/network-products/network-cameras/wizsense-2-series/ir/ipc-hdbw2441r-zas,,,,,,,,,,No SD card; SD card full; SD card error; network disconnection; IP conflict; illegal access; motion detection; video tampering; tripwire; intrusion; audio detection; voltage detection; defocus detection; external alarm (Only - ZAS supports); SMD; security exception,1 channel in: 5mA 3V–5V DC (Only - ZAS supports),1 channel out: 300mA 12V DC (Only - ZAS supports),,,G.711a; G.711Mu; G.726; PCM,1 channel (RCA port) (Only - ZAS supports),1 channel (RCA port) (Only - ZAS supports),Yes,CBR/VBR,IE Chrome Firefox,Yes,,,,,,Metal,,"CE-LVD: EN62368-1; CE-EMC: Electromagnetic Compatibility Directive 2014/30/EU; FCC: 47 CFR FCC Part 15, Subpart B; UL/CUL: UL62368-1 & CAN/CSA C22.2 No. 62368-1-14",,,0.8 m (2.62 ft),,Lens,Auto(ICR)/Color/B/W,,,,"Auto/Manual 1/3 s–1/100,000 s",,,H: 104°–29°; V: 54°–16°; D: 125°–34°,2.7 mm–13.5 mm,,Manual;Auto,-ZS: 0.66 kg(1.46 lb) -ZAS: 0.68 kg(1.50 lb),Yes,"Intrusion, tripwire (the two functions support the classification and accurate detection of vehicle and human)",,40 m (131.23 ft) (IR LED),2 (IR LED),Auto; Manual,0°/90°/180°/270° (Support 90°/270° with 2688 × 1520 resolution and lower),"1/2.9\ CMOS""",,ONVIF (Profile S/Profile G/Profile T); CGI,Fixed,,,φ14,Motorized vari-focal,,Smart PSS; DSS; DMSS,,F1.5,2688 (H) × 1520 (V),"0.006 lux@F1.5 (Color, 30 IRE) 0.0006 lux@F1.5 (B/W, 30 IRE) 0 lux (Illuminator on)",Yes,iOS; Android,"OFF/ON (4 areas, rectangular)",-ZS: 0.49 kg(1.08 lb) -ZAS: 0.52 kg(1.15 lb),RJ-45 (10/100 Base-T),IPv4; IPv6; HTTP; TCP; UDP; ARP; RTP; RTSP; RTCP; RTMP; SMTP; FTP; SFTP; DHCP; DNS; DDNS; NTP; Multicast; ICMP; IGMP; P2P,3D NR,≤95%,–30 °C to +60 °C (–22 °F to +140 °F),,,,Pan: 0°–355° Tilt: 0°–75° Rotation: 0°–355°,-ZS: Basic: 2.3 W (12 VDC); 3.2 W (PoE) Max. (H.265+intelligence on +WDR +IR on): 6.4 W (12 VDC); 7.6 W (PoE) -ZAS: Basic: 2.3 W (12 VDC); 3.2 W (PoE) Max. (H.265+intelligence on +WDR +IR on): 6.5 W (12 VDC); 7.7 W (PoE),12 VDC/PoE (802.3af),,,,4 areas,"93.4 mm × Φ122 mm (3.68\ × Φ4.80\"")""",IP67; IK10,,128 MB,128 MB,,Yes (4 areas),2688 × 1520 (2688 × 1520); 2560 × 1440 (2560 × 1440); 2304 × 1296 (2304 × 1296); 1080p (1920 × 1080); 1.3M (1280 × 960); 720p (1280 × 720); D1 (704 × 576/704 × 480); VGA (640 × 480); CIF (352 × 288/352 × 240),>56 dB,Yes,,Progressive,,Digest; WSSE; Account lockout; Security logs; IP/MAC filtering; Generation and importing of X.509 certification; syslog; HTTPS; 802.1x; Trusted boot; Trusted execution; Trusted upgrade,Smart H.265+ Smart H.264+,,Yes,"Work together with Smart NVR to perform refine intelligent search, event extraction and merging to event videos",,FTP; SFTP; Micro SD card (support max. 256 GB),,–40 °C to +60 °C (–40°F to +140°F),2 streams,,210.0 m (688.97 ft),,6 (Total bandwidth: 36 M),H.264: 32 kbps–6144 kbps H.265: 12 kbps–6144 kbps,H.265; H.264; H.264H; H.264B; MJPEG (Only supported by the sub stream),"Main stream: 2688 × 1520@(1–20 fps )/2560 × 1440@(1-25/30 fps) Sub stream: 704 × 576@(1–25 fps)/704 × 480@(1–30 fps) *The values above are the max. frame rates of each stream; for multiple streams, the values will be subjected to the total encoding capacity.",64.0 m (209.97 ft),120 dB,Auto; natural; street lamp; outdoor; manual; regional custom
dahua,WizSense 2,IR,IPC-HDBW2441E-S,4MP IR Fixed-focal Dome WizSense Network Camera IPC-HDBW2441E-S Compare Favourite,https://www.dahuasecurity.com/products/network-products/network-cameras/wizsense-2-series/ir/ipc-hdbw2441e-s,,63.6 m (208.66 ft),85.4 m (280.18 ft),,,,,,,No SD card; SD card full; SD card error; network disconnection; IP conflict; illegal access; motion detection; video tampering; tripwire; intrusion; audio detection; voltage detection; SMD; security exception;,,,,,G.711a; G.711Mu; G.726; PCM,,,Yes,CBR/VBR,IE; Chrome; Firefox,Yes,,,,,,Metal,,"CE-LVD: EN62368-1; CE-EMC: Electromagnetic Compatibility Directive 2014/30/EU; FCC: 47 CFR FCC Part 15, Subpart B; UL/CUL: UL62368-1 & CAN/CSA C22.2 No. 62368-1-14",,,2.8 mm: 1.1 m (2.30 ft) 3.6 mm: 1.7 m (4.27 ft),,Lens,Auto(ICR)/Color/B/W,,,,"Auto/Manual 1/3 s–1/100,000 s",,,2.8 mm: H: 102°; V: 54°; D: 121° 3.6 mm: H: 84°; V: 42°; D: 101°,2.8 mm; 3.6 mm,,Manual;Auto,0.49 kg (1.08 lb),Yes,"Intrusion, tripwire (the two functions support the classification and accurate detection of vehicle and human)",,up to 30 m (98.43 ft) (IR LED),3 (IR LED),Auto;Manual,0°/90°/180°/270° (Support 90°/270° with 2688 × 1520 resolution and lower),"1/2.9\ CMOS""",,ONVIF (Profile S/Profile G/Profile T); CGI,Fixed,,,M12,Fixed-focal,,DSS; DMSS,,F1.6,2688 (H) × 1520 (V),"0.006 lux@F1.6 (Color, 30 IRE) 0.0006 lux@F1.6 (B/W, 30 IRE) 0 lux (Illuminator on)",Yes,iOS; Android,"OFF/ON (4 areas, rectangular)",0.34 kg (0.75 lb),RJ-45 (10/100 Base-T),IPv4; IPv6; HTTP; TCP; UDP; ARP; RTP; RTSP; RTCP; RTMP; SMTP; FTP; SFTP; DHCP; DNS; DDNS; NTP; Multicast; ICMP; IGMP; P2P,3D NR,≤95%,–40 °C to +60 °C (–40 °F to +140 °F),,,,Pan: 0°–355° Tilt: 0°–65° Rotation: 0°–355°,Basic: 2.3 W (12 VDC); 2.9 W (PoE) Max. (ICR + H.265 + WDR + max. Illumination + intelligence on): 5 W (12 VDC); 6 W (PoE),12 VDC/PoE,,,,4 areas,"81.0 mm × Φ109.9 mm (3.19\× Φ4.33\"")""",IP67; IK10,,128 MB,128 MB,,Yes (4 areas),4M (2688 × 1520/2560 × 1440); 3M (2304 × 1296); 1080p (1920 × 1080); 1.3M (1280 × 960); 720p (1280 × 720); D1 (704 × 576/704 × 480); VGA (640 × 480); CIF (352 × 288/352 × 240),>56 dB,Yes,,Progressive,,Digest; WSSE; Account lockout; Security logs; IP/MAC filtering; Generation and importing of X.509 certification; syslog; HTTPS;802.1x; Trusted boot; Trusted execution; Trusted upgrade,Smart H.265+; Smart H.264+,,Yes,"Work together with Smart NVR to perform refine intelligent search, event extraction and merging to event videos",,FTP;SFTP; Micro SD card (support max. 256 GB),,,2 streams,,,,6 (Total bandwidth: 36 M),H.264: 32 kbps–6144 kbps H.265: 12 kbps–6144 kbps,H.265; H.264; H.264H; H.264B; MJPEG (Only supported by the sub stream),"Main stream: 2688 × 1520@(1–20 fps)/2560 × 1440@(1–25/30 fps) Sub stream: 704 × 576@(1–25 fps)/704 × 480@(1–30 fps) *The values above are the max. frame rates of each stream; for multiple streams, the values will be subjected to the total encoding capacity.",,120 dB,Auto; natural; street lamp; outdoor; manual; regional custom
